iter	Passed	Remaining
160	437	2280
161	440	2277
162	442	2274
163	445	2269
164	447	2265
165	450	2261
166	452	2257
167	455	2256
168	458	2253
169	460	2248
170	462	2244
171	465	2240
172	467	2236
173	470	2234
174	473	2231
175	475	2227
176	478	2223
177	480	2219
178	483	2215
179	485	2211
180	487	2207
181	490	2203
182	492	2199
183	495	2195
184	497	2192
185	500	2192
186	503	2190
187	506	2187
188	509	2184
189	511	2182
190	515	2181
191	518	2180
192	520	2178
193	523	2175
194	526	2172
195	529	2171
196	532	2169
197	535	2167
198	537	2164
199	540	2163
200	543	2161
201	546	2160
202	549	2157
203	552	2156
204	555	2153
205	558	2152
206	561	2151
207	565	2152
208	568	2150
209	570	2147
210	574	2147
211	577	2145
212	580	2143
213	583	2141
214	585	2139
215	588	2136
216	591	2134
217	594	2131
218	597	2129
219	600	2127
220	603	2125
221	606	2123
222	609	2122
223	611	2119
224	614	2117
225	617	2116
226	621	2114
227	624	2113
228	627	2111
229	629	2109
230	633	2108
231	636	2107
232	639	2105
233	642	2103
234	645	2101
235	648	2098
236	651	2097
237	654	2095
238	657	2093
239	660	2091
240	663	2090
241	666	2088
242	670	2087
243	673	2085
244	676	2083
245	679	2082
246	682	2082
247	686	2080
248	689	2078
249	692	2077
250	695	2075
251	698	2072
252	700	2068
253	703	2065
254	705	2061
255	708	2059
256	711	2055
257	713	2051
258	716	2048
259	718	2044
260	720	2040
261	723	2037
262	726	2034
263	729	2032
264	731	2029
265	734	2026
266	737	2024
267	739	2020
268	742	2017
269	745	2014
270	747	2011
271	750	2008
272	753	2005
273	755	2002
274	758	2000
275	761	1998
276	764	1995
277	767	1992
278	770	1990
279	772	1987
280	775	1984
281	778	1981
282	780	1978
283	783	1975
284	786	1972
285	789	1969
286	791	1966
287	794	1963
288	797	1961
289	800	1958
290	802	1955
291	805	1953
292	808	1950
293	811	1947
294	813	1944
295	816	1941
296	819	1938
297	821	1935
298	824	1932
299	827	1929
300	829	1926
301	831	1922
302	834	1919
303	837	1916
304	839	1912
305	842	1910
306	844	1906
307	846	1902
308	849	1899
309	852	1896
310	854	1893
311	858	1892
312	861	1890
313	864	1887
314	866	1885
315	869	1882
316	872	1879
317	875	1877
318	878	1875
319	880	1872
320	883	1868
321	886	1865
322	888	1862
323	891	1859
324	893	1856
325	896	1853
326	898	1849
327	900	1845
328	903	1843
329	906	1839
330	908	1836
331	911	1833
332	913	1830
333	916	1827
334	919	1824
335	921	1821
336	924	1818
337	926	1815
338	929	1812
339	932	1809
340	934	1806
341	937	1803
342	939	1800
343	942	1797
344	945	1794
345	948	1791
346	950	1789
347	953	1786
348	955	1783
349	958	1779
350	960	1776
351	963	1774
352	966	1771
353	969	1768
354	971	1765
355	974	1762
356	977	1760
357	980	1757
358	983	1756
359	986	1754
360	989	1751
361	992	1749
362	995	1746
363	998	1744
364	1000	1741
365	1003	1738
366	1006	1736
367	1009	1734
368	1013	1732
369	1015	1729
370	1018	1727
371	1021	1724
372	1024	1721
373	1026	1718
374	1029	1715
375	1031	1712
376	1034	1708
377	1036	1705
378	1039	1702
379	1041	1699
380	1044	1696
381	1046	1693
382	1049	1690
383	1051	1687
384	1054	1684
385	1056	1681
386	1059	1678
387	1062	1675
388	1064	1672
389	1067	1669
390	1070	1666
391	1072	1663
392	1075	1660
393	1077	1657
394	1079	1654
395	1082	1651
396	1085	1648
397	1087	1645
398	1090	1642
399	1092	1639
400	1095	1636
401	1097	1632
402	1100	1629
403	1102	1626
404	1105	1624
405	1107	1621
406	1110	1617
407	1112	1614
408	1116	1612
409	1119	1610
410	1122	1608
411	1124	1605
412	1127	1602
413	1130	1599
414	1132	1596
415	1135	1593
416	1137	1590
417	1140	1587
418	1142	1584
419	1145	1581
420	1148	1579
421	1151	1577
422	1153	1573
423	1156	1571
424	1159	1568
425	1161	1565
426	1164	1562
427	1166	1559
428	1169	1556
429	1172	1553
430	1174	1550
431	1177	1547
432	1180	1545
433	1183	1542
434	1185	1540
435	1188	1537
436	1191	1534
437	1193	1531
438	1196	1528
439	1198	1525
440	1201	1522
441	1203	1519
442	1206	1517
443	1209	1514
444	1211	1511
445	1214	1508
446	1216	1505
447	1219	1502
448	1221	1499
449	1224	1496
450	1226	1493
451	1229	1490
452	1231	1487
453	1233	1484
454	1236	1480
455	1239	1478
456	1241	1475
457	1243	1472
458	1246	1469
459	1248	1466
460	1251	1462
461	1253	1459
462	1256	1457
463	1258	1454
464	1261	1450
465	1263	1447
466	1266	1445
467	1268	1442
468	1271	1439
469	1274	1436
470	1276	1433
471	1279	1431
472	1281	1428
473	1284	1425
474	1286	1422
475	1289	1419
476	1292	1416
477	1294	1413
478	1296	1410
479	1299	1407
480	1302	1405
481	1304	1402
482	1307	1399
483	1309	1396
484	1312	1393
485	1314	1390
486	1317	1387
487	1320	1385
488	1322	1382
489	1325	1379
490	1327	1376
491	1330	1373
492	1333	1371
493	1335	1368
494	1338	1365
495	1341	1362
496	1343	1359
497	1346	1357
498	1349	1354
499	1351	1351
500	1354	1348
501	1356	1346
502	1359	1343
503	1361	1340
504	1364	1337
505	1367	1334
506	1369	1331
507	1372	1328
508	1374	1325
509	1377	1323
510	1379	1320
511	1381	1317
512	1384	1313
513	1386	1311
514	1388	1308
515	1391	1304
516	1394	1302
517	1396	1299
518	1399	1296
519	1401	1294
520	1404	1291
521	1407	1288
522	1410	1286
523	1412	1283
524	1415	1280
525	1418	1278
526	1421	1275
527	1423	1272
528	1426	1270
529	1429	1267
530	1431	1264
531	1435	1262
532	1437	1259
533	1440	1257
534	1444	1255
535	1446	1252
536	1449	1249
537	1452	1247
538	1455	1244
539	1457	1241
540	1460	1239
541	1462	1236
542	1465	1233
543	1467	1230
544	1470	1227
545	1472	1224
546	1475	1221
547	1477	1219
548	1480	1216
549	1483	1213
550	1485	1210
551	1488	1208
552	1490	1205
553	1493	1202
554	1495	1199
555	1498	1196
556	1500	1193
557	1502	1190
558	1505	1187
559	1507	1184
560	1509	1181
561	1512	1178
562	1514	1175
563	1517	1172
564	1519	1170
565	1522	1167
566	1524	1164
567	1527	1161
568	1529	1158
569	1532	1155
570	1534	1153
571	1537	1150
572	1539	1147
573	1542	1144
574	1545	1142
575	1547	1139
576	1550	1136
577	1552	1133
578	1555	1131
579	1558	1128
580	1560	1125
581	1563	1122
582	1565	1119
583	1567	1116
584	1570	1113
585	1572	1111
586	1575	1108
587	1577	1105
588	1579	1102
589	1581	1099
590	1584	1096
591	1586	1093
592	1588	1090
593	1591	1087
594	1593	1084
595	1595	1081
596	1597	1078
597	1600	1075
598	1602	1072
599	1604	1069
600	1607	1067
601	1609	1064
602	1611	1061
603	1614	1058
604	1616	1055
605	1618	1052
606	1621	1049
607	1623	1046
608	1625	1043
609	1628	1040
610	1630	1037
611	1633	1035
612	1635	1032
613	1637	1029
614	1640	1026
615	1642	1024
616	1645	1021
617	1648	1018
618	1651	1016
619	1653	1013
620	1655	1010
621	1658	1007
622	1660	1004
623	1663	1002
624	1665	999
625	1667	996
626	1670	993
627	1672	990
628	1674	987
629	1677	985
630	1679	982
631	1682	979
632	1684	976
633	1687	973
634	1689	971
635	1691	968
636	1694	965
637	1696	962
638	1698	959
639	1701	957
640	1703	954
641	1706	951
642	1708	948
643	1711	946
644	1713	943
645	1716	940
646	1718	937
647	1721	934
648	1723	932
649	1726	929
650	1728	926
651	1731	923
652	1733	921
653	1735	918
654	1738	915
655	1740	912
656	1743	910
657	1745	907
658	1748	904
659	1750	901
660	1752	898
661	1755	896
662	1757	893
663	1760	890
664	1762	887
665	1764	884
666	1766	882
667	1769	879
668	1771	876
669	1773	873
670	1776	870
671	1778	868
672	1780	865
673	1783	862
674	1785	859
675	1787	856
676	1790	854
677	1792	851
678	1795	848
679	1797	845
680	1800	843
681	1802	840
682	1805	837
683	1807	834
684	1809	832
685	1812	829
686	1814	826
687	1817	824
688	1819	821
689	1822	818
690	1824	816
691	1827	813
692	1829	810
693	1832	808
694	1835	805
695	1838	803
696	1841	800
697	1844	798
698	1848	795
699	1851	793
700	1854	790
701	1857	788
702	1859	785
703	1863	783
704	1866	780
705	1869	778
706	1872	776
707	1875	773
708	1878	771
709	1881	768
710	1884	765
711	1886	763
712	1889	760
713	1892	758
714	1895	755
715	1898	752
716	1901	750
717	1903	747
718	1906	745
719	1909	742
720	1912	739
721	1915	737
722	1917	734
723	1920	732
724	1923	729
725	1926	727
726	1929	724
727	1931	721
728	1934	719
729	1937	716
730	1939	713
731	1942	711
732	1945	708
733	1948	706
734	1950	703
735	1953	700
736	1956	698
737	1959	695
738	1962	693
739	1965	690
740	1967	687
741	1970	685
742	1973	682
743	1976	679
744	1978	677
745	1981	674
746	1984	672
747	1987	669
748	1990	667
749	1993	664
750	1995	661
751	1998	659
752	2001	656
753	2004	653
754	2006	651
755	2009	648
756	2012	645
757	2014	643
758	2017	640
759	2020	637
760	2022	635
761	2025	632
762	2027	629
763	2030	627
764	2032	624
765	2034	621
766	2036	618
767	2039	616
768	2041	613
769	2043	610
770	2046	607
771	2048	605
772	2050	602
773	2053	599
774	2055	596
775	2058	594
776	2061	591
777	2063	588
778	2065	586
779	2068	583
780	2070	580
781	2073	577
782	2075	575
783	2078	572
784	2080	569
785	2082	567
786	2085	564
787	2087	561
788	2089	558
789	2093	556
790	2095	553
791	2098	551
792	2100	548
793	2102	545
794	2105	542
795	2108	540
796	2110	537
797	2112	534
798	2115	532
799	2117	529
800	2120	526
801	2122	524
802	2125	521
803	2127	518
804	2129	515
805	2132	513
806	2134	510
807	2137	507
808	2139	505
809	2141	502
810	2144	499
811	2146	497
812	2149	494
813	2151	491
814	2153	488
815	2156	486
816	2158	483
817	2161	480
818	2163	478
819	2165	475
820	2167	472
821	2170	470
822	2172	467
823	2175	464
824	2177	461
825	2179	459
826	2181	456
827	2184	453
828	2186	450
829	2188	448
830	2191	445
831	2193	443
832	2196	440
833	2199	437
834	2201	435
835	2204	432
836	2207	429
837	2209	427
838	2212	424
839	2215	421
840	2217	419
841	2219	416
842	2222	413
843	2224	411
844	2227	408
845	2229	405
846	2232	403
847	2234	400
848	2237	397
849	2239	395
850	2241	392
851	2243	389
852	2246	387
853	2249	384
854	2251	381
855	2254	379
856	2257	376
857	2259	374
858	2262	371
859	2265	368
860	2268	366
861	2271	363
862	2274	361
863	2277	358
864	2280	355
865	2283	353
866	2285	350
867	2288	348
868	2291	345
869	2294	342
870	2296	340
871	2299	337
872	2301	334
873	2304	332
874	2306	329
875	2309	326
876	2311	324
877	2313	321
878	2316	318
879	2318	316
880	2321	313
881	2323	310
882	2325	308
883	2328	305
884	2330	302
885	2332	300
886	2335	297
887	2337	294
888	2340	292
889	2342	289
890	2344	286
891	2347	284
892	2350	281
893	2352	278
894	2355	276
895	2357	273
896	2360	271
897	2362	268
898	2365	265
899	2367	263
900	2370	260
901	2372	257
902	2375	255
903	2377	252
904	2380	249
905	2382	247
906	2385	244
907	2388	241
908	2390	239
909	2392	236
910	2395	233
911	2397	231
912	2400	228
913	2402	226
914	2405	223
915	2407	220
916	2409	218
917	2412	215
918	2414	212
919	2417	210
920	2419	207
921	2421	204
922	2424	202
923	2426	199
924	2428	196
925	2431	194
926	2433	191
927	2436	189
928	2438	186
929	2440	183
930	2443	181
931	2445	178
932	2448	175
933	2450	173
934	2452	170
935	2455	167
936	2457	165
937	2460	162
938	2463	160
939	2465	157
940	2467	154
941	2469	152
942	2472	149
943	2475	146
944	2477	144
945	2480	141
946	2483	139
947	2486	136
948	2488	133
949	2491	131
950	2493	128
951	2495	125
952	2498	123
953	2501	120
954	2503	117
955	2505	115
956	2508	112
957	2510	110
958	2514	107
959	2516	104
960	2519	102
961	2522	99
962	2525	97
963	2527	94
964	2530	91
965	2532	89
966	2535	86
967	2538	83
968	2540	81
969	2543	78
970	2545	76
971	2548	73
972	2551	70
973	2553	68
974	2556	65
975	2558	62
976	2561	60
977	2564	57
978	2566	55
979	2569	52
980	2572	49
981	2574	47
982	2577	44
983	2579	41
984	2582	39
985	2584	36
986	2587	34
987	2589	31
988	2592	28
989	2595	26
990	2597	23
991	2600	20
992	2603	18
993	2605	15
994	2608	13
995	2611	10
996	2614	7
997	2616	5
998	2619	2
999	2621	0
