iter	Accuracy	Logloss
197	0.8312426036	0.3617466191
198	0.8312426036	0.3614798636
199	0.8307692308	0.3612419638
200	0.8314792899	0.3610591785
201	0.8307692308	0.3608999236
202	0.8310059172	0.3607417869
203	0.8314792899	0.3605947101
204	0.8312426036	0.3604046099
205	0.8317159763	0.3599508327
206	0.8314792899	0.359841038
207	0.8321893491	0.3597024051
208	0.8326627219	0.3594691836
209	0.8326627219	0.359230144
210	0.8326627219	0.3590460023
211	0.8324260355	0.3589090908
212	0.8331360947	0.3587387039
213	0.8326627219	0.358337327
214	0.8333727811	0.3581275732
215	0.8333727811	0.3579559697
216	0.8338461538	0.3578062561
217	0.8343195266	0.357579893
218	0.8338461538	0.3574052579
219	0.8340828402	0.3572371024
220	0.8343195266	0.3570847425
221	0.8340828402	0.356930859
222	0.8340828402	0.3566565953
223	0.8340828402	0.3562082182
224	0.8340828402	0.3561126856
225	0.8340828402	0.3559865064
226	0.8343195266	0.3556944753
227	0.8340828402	0.3554723847
228	0.8343195266	0.3552421524
229	0.834556213	0.3551297706
230	0.834556213	0.3550320983
231	0.8343195266	0.3548666225
232	0.8350295858	0.3544598075
233	0.8352662722	0.3543610068
234	0.8350295858	0.354273507
235	0.8352662722	0.3540878805
236	0.8350295858	0.3538627507
237	0.8350295858	0.3537616699
238	0.8350295858	0.3536563295
239	0.8352662722	0.3532301548
240	0.8352662722	0.3528869869
241	0.8352662722	0.3526772156
242	0.8352662722	0.3523002612
243	0.8355029586	0.3521036506
244	0.835739645	0.3518617752
245	0.835739645	0.3517137079
246	0.8359763314	0.3515529843
247	0.8359763314	0.3513673888
248	0.8359763314	0.3511365042
249	0.835739645	0.3508797999
250	0.835739645	0.350614388
251	0.8352662722	0.3503634098
252	0.8362130178	0.3501363068
253	0.8362130178	0.3500121226
254	0.8362130178	0.3497169988
255	0.8369230769	0.349568739
256	0.8364497041	0.3494050506
257	0.8366863905	0.3491432199
258	0.8364497041	0.3490016756
259	0.8366863905	0.3488615465
260	0.8362130178	0.3486561524
261	0.8364497041	0.3485107581
262	0.8364497041	0.3480940274
263	0.8369230769	0.3477036617
264	0.8366863905	0.3474770458
265	0.8369230769	0.3472221706
266	0.8371597633	0.3467456393
267	0.8373964497	0.3464412985
268	0.8371597633	0.346226941
269	0.8376331361	0.345971345
270	0.8373964497	0.3456645215
271	0.8381065089	0.3454775194
272	0.838816568	0.3452065712
273	0.8385798817	0.3450842781
274	0.8390532544	0.3448920979
275	0.8395266272	0.3445419599
276	0.8397633136	0.3443701111
277	0.84	0.3441666721
278	0.84	0.3440537261
279	0.8397633136	0.343833319
280	0.8402366864	0.3434801766
281	0.8404733728	0.343141851
282	0.8402366864	0.3428751823
283	0.8407100592	0.3426150298
284	0.8404733728	0.3424624841
285	0.8407100592	0.342179431
286	0.8409467456	0.3420210206
287	0.8414201183	0.3418041846
288	0.8416568047	0.3415080225
289	0.841183432	0.341273731
290	0.841183432	0.3411151225
291	0.841183432	0.3409017814
292	0.841183432	0.3406543464
293	0.841183432	0.3404568287
294	0.841183432	0.340296215
295	0.8416568047	0.3400355547
296	0.8418934911	0.3399367281
297	0.8423668639	0.3397763859
298	0.8435502959	0.3394799466
299	0.8433136095	0.3393299725
300	0.8433136095	0.3391098411
301	0.8435502959	0.3389723277
302	0.8435502959	0.3387818261
303	0.844260355	0.3383814769
304	0.8444970414	0.338031345
305	0.8449704142	0.3378477997
306	0.8444970414	0.3376280127
307	0.8444970414	0.3374354413
308	0.8449704142	0.3371335364
309	0.844260355	0.3369341312
310	0.8447337278	0.3367941022
311	0.845443787	0.33647755
312	0.8461538462	0.3363368715
313	0.8466272189	0.3360802845
314	0.8471005917	0.3359245266
315	0.8480473373	0.335593355
316	0.8480473373	0.3353536475
317	0.8478106509	0.3350862301
318	0.8478106509	0.3348763178
319	0.8473372781	0.3346170486
320	0.8480473373	0.3343553331
321	0.8480473373	0.334186393
322	0.8482840237	0.3340655679
323	0.8480473373	0.3338627424
324	0.8482840237	0.3335344195
325	0.8485207101	0.3332029274
326	0.8482840237	0.3329168936
327	0.8482840237	0.3326527558
328	0.8485207101	0.3324791305
329	0.8480473373	0.3322912941
330	0.8478106509	0.3321050827
331	0.8480473373	0.3319262819
332	0.8482840237	0.3317658313
333	0.8482840237	0.3315692834
334	0.8482840237	0.3313816012
335	0.8482840237	0.3311656333
336	0.8487573964	0.3310141488
337	0.8485207101	0.3305238108
338	0.8487573964	0.3302552995
339	0.8492307692	0.3301446932
340	0.8492307692	0.3299729907
341	0.8492307692	0.3297633867
342	0.8492307692	0.3294648005
343	0.8492307692	0.3294006928
344	0.8487573964	0.3292405316
345	0.8487573964	0.3291479934
346	0.8487573964	0.3289467237
347	0.8487573964	0.3287196772
348	0.8487573964	0.3285224781
349	0.8485207101	0.3283455005
350	0.8485207101	0.3281747065
351	0.8492307692	0.327908147
352	0.8492307692	0.327792842
353	0.8499408284	0.3276352941
354	0.8499408284	0.3274689578
355	0.8501775148	0.3271894699
356	0.8501775148	0.3269495351
357	0.8501775148	0.326889223
358	0.8504142012	0.326549509
359	0.8506508876	0.3263686702
360	0.8504142012	0.3261347211
361	0.850887574	0.3258875324
362	0.8513609467	0.3257431449
363	0.8518343195	0.3254494577
364	0.8515976331	0.3252200584
365	0.8513609467	0.3250293439
366	0.8513609467	0.3248040709
367	0.8518343195	0.3246475691
368	0.8523076923	0.3244176694
369	0.8523076923	0.3243051761
370	0.8527810651	0.3240225871
371	0.8527810651	0.3238043851
372	0.8527810651	0.3235831139
373	0.8525443787	0.3234131162
374	0.8527810651	0.323198729
375	0.8532544379	0.3229590403
376	0.8534911243	0.3227789489
377	0.8537278107	0.3225419184
378	0.8530177515	0.3224217213
379	0.8530177515	0.3221239051
380	0.853964497	0.3219656596
381	0.8537278107	0.3217663551
382	0.853964497	0.3215360856
383	0.8542011834	0.3213778189
384	0.8549112426	0.3211744431
385	0.8546745562	0.3209670155
386	0.8546745562	0.3208340397
387	0.8544378698	0.3206463058
388	0.8549112426	0.3204366194
389	0.855147929	0.3202565928
390	0.8549112426	0.320035283
391	0.8549112426	0.3198105781
392	0.8553846154	0.3195036185
393	0.8553846154	0.3193292035
394	0.8558579882	0.3191525921
395	0.8560946746	0.3189332303
396	0.8560946746	0.3187889159
397	0.8563313609	0.3186002046
398	0.8565680473	0.3183046374
399	0.8568047337	0.3181040008
400	0.8568047337	0.3178436956
401	0.8570414201	0.3177693107
402	0.8575147929	0.3175277975
403	0.8577514793	0.3174321753
404	0.8572781065	0.3172895606
405	0.8572781065	0.3170147422
406	0.8572781065	0.3168694644
407	0.8577514793	0.3166701324
408	0.8579881657	0.3165208084
409	0.8586982249	0.3161854322
410	0.8586982249	0.3159486532
411	0.8586982249	0.3157427578
412	0.8586982249	0.3155601041
413	0.8586982249	0.3154256007
414	0.8586982249	0.3152492372
415	0.8591715976	0.3150390611
416	0.8596449704	0.3148757277
417	0.8598816568	0.3146815343
418	0.8598816568	0.3145197542
419	0.8601183432	0.3142402065
420	0.8603550296	0.3140532574
421	0.8603550296	0.3139123091
422	0.8603550296	0.3137267147
423	0.8603550296	0.3135089114
424	0.8603550296	0.3133507969
425	0.860591716	0.3132366981
426	0.860591716	0.3130870593
427	0.8608284024	0.3129265298
428	0.860591716	0.312750644
429	0.8613017751	0.3126021951
430	0.8615384615	0.3124599992
431	0.8615384615	0.3123226035
432	0.8613017751	0.3121821833
433	0.8615384615	0.3119989017
434	0.8615384615	0.3119297887
435	0.8617751479	0.3117506661
436	0.8622485207	0.3115845624
437	0.8622485207	0.3114259889
438	0.8622485207	0.3112937759
439	0.8622485207	0.3111888426
440	0.8629585799	0.3110089972
441	0.8627218935	0.310938461
442	0.8627218935	0.3106492034
443	0.8627218935	0.3104627449
444	0.8627218935	0.3101548204
445	0.8629585799	0.3100808772
446	0.8629585799	0.3099263729
447	0.8624852071	0.3096377053
448	0.8627218935	0.3094867262
449	0.8627218935	0.3093442879
450	0.8627218935	0.309069207
451	0.8627218935	0.3088487105
452	0.8629585799	0.3086618967
453	0.8631952663	0.3083698277
454	0.8631952663	0.3082603021
455	0.8631952663	0.3080630429
456	0.8631952663	0.3078982984
457	0.8631952663	0.3075978987
458	0.8636686391	0.3074252207
459	0.8641420118	0.307305042
460	0.8643786982	0.3071510589
461	0.864852071	0.3069720399
462	0.864852071	0.3068824786
463	0.864852071	0.3067783395
464	0.864852071	0.3066851633
465	0.864852071	0.3065526095
466	0.8650887574	0.3063614937
467	0.8655621302	0.3061520451
468	0.8655621302	0.3058523784
469	0.8655621302	0.3056009431
470	0.864852071	0.3054140259
471	0.864852071	0.3053596596
472	0.864852071	0.3052935927
473	0.864852071	0.3050989765
474	0.864852071	0.3048689574
475	0.864852071	0.3047209803
476	0.864852071	0.3045667018
477	0.8650887574	0.3043635341
478	0.8657988166	0.3040846045
479	0.8657988166	0.3039390202
480	0.8655621302	0.3036566145
481	0.8657988166	0.3034447235
482	0.8657988166	0.3033088351
483	0.8657988166	0.3032601066
484	0.8657988166	0.3032093372
485	0.866035503	0.3029378691
486	0.8667455621	0.3026974783
487	0.8665088757	0.3024530926
488	0.8672189349	0.3023059736
489	0.8667455621	0.3021885564
490	0.8669822485	0.3020530286
491	0.8662721893	0.3019337994
492	0.8667455621	0.301760072
493	0.8669822485	0.3016045376
494	0.8669822485	0.3014765194
495	0.8669822485	0.3013854411
496	0.8672189349	0.3013308087
497	0.8674556213	0.301225074
498	0.8679289941	0.3010169596
499	0.8679289941	0.3008816485
500	0.8681656805	0.3005600546
501	0.8684023669	0.3002922579
502	0.8684023669	0.3001220694
503	0.8684023669	0.3000209999
504	0.8684023669	0.2998932303
505	0.8686390533	0.2996348971
506	0.8684023669	0.2993553717
507	0.8684023669	0.2992346907
508	0.8686390533	0.2990476703
509	0.8688757396	0.2989470875
510	0.8688757396	0.298878239
511	0.8686390533	0.2987282655
512	0.8686390533	0.2985509111
513	0.8693491124	0.298347589
514	0.870295858	0.2980481419
515	0.8700591716	0.297870024
516	0.870295858	0.2977009568
517	0.8705325444	0.2974601309
518	0.8707692308	0.2973043723
519	0.8712426036	0.2970359317
520	0.8714792899	0.2969031702
521	0.8710059172	0.2967162835
522	0.8710059172	0.2965536869
523	0.8710059172	0.2964664193
524	0.8712426036	0.2962996146
525	0.8719526627	0.2960622988
526	0.8717159763	0.2959030759
527	0.8721893491	0.2957371092
528	0.8721893491	0.2956370021
529	0.8721893491	0.2953956504
530	0.8721893491	0.2952346895
531	0.8728994083	0.294998183
532	0.8728994083	0.2947682253
533	0.8728994083	0.2946130439
534	0.8728994083	0.2944056335
535	0.8728994083	0.2943499083
536	0.8731360947	0.2941223415
537	0.8736094675	0.2939826534
538	0.8736094675	0.2938652127
539	0.8733727811	0.2937199888
540	0.8733727811	0.2934986653
541	0.8731360947	0.2933175552
542	0.8731360947	0.2931948399
543	0.8736094675	0.2929254636
544	0.8740828402	0.2927939436
545	0.8743195266	0.2926860827
546	0.8743195266	0.2925242104
547	0.8743195266	0.2923663159
548	0.8743195266	0.2922146888
549	0.8747928994	0.2920433978
550	0.8747928994	0.2918876317
551	0.8747928994	0.2916348435
552	0.8747928994	0.2914231311
553	0.8747928994	0.2912857878
554	0.8747928994	0.2911041292
555	0.8750295858	0.290945252
556	0.8750295858	0.2909011842
557	0.8750295858	0.2906406208
558	0.8750295858	0.2904948866
559	0.8752662722	0.2903717521
560	0.8752662722	0.2902191665
561	0.875739645	0.290037757
562	0.8759763314	0.2898517891
563	0.8759763314	0.2896985327
564	0.8759763314	0.289618009
565	0.8759763314	0.2894759661
566	0.8759763314	0.2892402334
567	0.8762130178	0.2891020032
568	0.8764497041	0.2889215896
569	0.8764497041	0.2888049689
570	0.8764497041	0.2886952646
571	0.8766863905	0.2885524551
572	0.8766863905	0.2883807412
573	0.8766863905	0.2882197454
574	0.8773964497	0.2879768152
575	0.8773964497	0.2878060341
576	0.8773964497	0.2876982275
577	0.8771597633	0.2874842346
578	0.8769230769	0.287286498
579	0.8766863905	0.2872145178
580	0.8771597633	0.2870812916
581	0.8778698225	0.2869026369
582	0.8778698225	0.2867941335
583	0.8783431953	0.286699185
584	0.8785798817	0.286526751
585	0.8783431953	0.2864012884
586	0.8783431953	0.2862345797
587	0.8785798817	0.2860983522
588	0.8785798817	0.2858600712
589	0.8795266272	0.2856476561
590	0.8792899408	0.2854335843
591	0.8792899408	0.2851830739
592	0.8795266272	0.285108833
593	0.8795266272	0.2849495017
594	0.8802366864	0.2848196824
595	0.8802366864	0.284754574
596	0.8807100592	0.2846513986
597	0.8809467456	0.2844579088
598	0.8809467456	0.2844036897
599	0.8807100592	0.2842724831
600	0.8807100592	0.2841376983
601	0.8804733728	0.2839868178
602	0.8804733728	0.2838494755
603	0.8804733728	0.283744608
604	0.8807100592	0.2834378856
605	0.8814201183	0.2832635651
606	0.8816568047	0.2830735978
607	0.8816568047	0.2829116304
608	0.8816568047	0.2828103841
609	0.8818934911	0.2826580687
610	0.8818934911	0.2826008967
611	0.8818934911	0.2825127607
612	0.8823668639	0.282347361
613	0.8818934911	0.2821470133
614	0.8823668639	0.2820041709
615	0.8821301775	0.2819542183
616	0.8823668639	0.2818444152
617	0.8818934911	0.2817010005
618	0.8826035503	0.2815794222
619	0.8828402367	0.2814484545
620	0.8828402367	0.2812955691
621	0.8828402367	0.2812382797
622	0.8830769231	0.2810354646
623	0.8833136095	0.2808531717
624	0.8833136095	0.2807336052
625	0.8833136095	0.2804623868
626	0.8833136095	0.2803727897
627	0.8833136095	0.2803356927
628	0.8835502959	0.2800839414
629	0.8837869822	0.2798462159
630	0.884260355	0.2796558927
631	0.8844970414	0.2794782541
632	0.8847337278	0.2794155666
633	0.8844970414	0.2793246499
634	0.8844970414	0.279247552
635	0.8844970414	0.2791466176
636	0.8844970414	0.2791125854
637	0.8847337278	0.2790046607
638	0.8844970414	0.2789481125
639	0.8844970414	0.2787422215
640	0.8844970414	0.2786486576
641	0.8844970414	0.2785304324
642	0.8844970414	0.2784165232
643	0.8847337278	0.2782775992
644	0.8847337278	0.2781920159
645	0.8849704142	0.2780550263
646	0.8852071006	0.2779619007
647	0.8847337278	0.2777731676
648	0.8849704142	0.277596656
649	0.8852071006	0.2774335593
650	0.8849704142	0.277379626
651	0.8852071006	0.2772951642
652	0.8852071006	0.2771859381
653	0.885443787	0.2769862193
654	0.8856804734	0.2767778177
655	0.8856804734	0.2765720811
656	0.8861538462	0.2764133467
657	0.8861538462	0.27628221
658	0.8859171598	0.2760808073
659	0.8861538462	0.2759722021
660	0.8861538462	0.2758409384
661	0.8856804734	0.2756668049
662	0.8856804734	0.2754948964
663	0.8859171598	0.2753064367
664	0.8861538462	0.2752149914
665	0.8859171598	0.2751728252
666	0.8861538462	0.2749874071
667	0.8863905325	0.2748588192
668	0.8868639053	0.2747499584
669	0.8868639053	0.2746235912
670	0.8868639053	0.2744135479
671	0.8873372781	0.2742932259
672	0.8873372781	0.2742103262
673	0.8875739645	0.2741187662
674	0.8875739645	0.2740872753
675	0.8871005917	0.2739839665
676	0.8868639053	0.2738135305
677	0.8868639053	0.2737402457
678	0.8866272189	0.2736910847
679	0.8875739645	0.2734735378
680	0.8875739645	0.2732327096
681	0.8882840237	0.2730633301
682	0.8882840237	0.2730435167
683	0.8882840237	0.2729518952
684	0.8880473373	0.2728403482
685	0.8880473373	0.2726320701
686	0.8878106509	0.2725108717
687	0.8880473373	0.272286293
688	0.8889940828	0.2721184014
689	0.8889940828	0.2720718451
690	0.8889940828	0.2719465977
691	0.8889940828	0.2718505837
692	0.8887573964	0.2718000469
693	0.8887573964	0.2716351816
694	0.8892307692	0.2714989749
695	0.8899408284	0.2713091412
696	0.8899408284	0.2712617278
697	0.8899408284	0.2711060706
698	0.8901775148	0.2709192567
699	0.8901775148	0.2708358519
700	0.8904142012	0.2706548729
701	0.8904142012	0.2705554675
702	0.8904142012	0.2704380005
703	0.8906508876	0.2703757167
704	0.8904142012	0.2702467135
705	0.8904142012	0.2701138913
706	0.8904142012	0.269940491
707	0.8904142012	0.2697826852
708	0.8904142012	0.269644182
709	0.8904142012	0.2695275465
710	0.8904142012	0.2693468749
711	0.8906508876	0.2692277185
712	0.8906508876	0.2691580918
713	0.890887574	0.2690436523
714	0.8911242604	0.2689006144
715	0.8915976331	0.2687754251
716	0.8923076923	0.2686153832
717	0.8930177515	0.2684462957
718	0.8930177515	0.268346535
719	0.8932544379	0.2682174703
720	0.8934911243	0.268052341
721	0.8934911243	0.2679612313
722	0.8934911243	0.2678742122
723	0.8934911243	0.2677897413
724	0.8937278107	0.2675381364
725	0.893964497	0.2674164618
726	0.893964497	0.2673508017
727	0.893964497	0.267290164
728	0.893964497	0.2671804997
729	0.8942011834	0.2670555871
730	0.8942011834	0.266989962
731	0.8942011834	0.2668596684
732	0.8944378698	0.2667312104
733	0.8942011834	0.2665931887
734	0.8942011834	0.2664397072
735	0.8942011834	0.2661876734
736	0.893964497	0.2660462766
737	0.893964497	0.2658995504
738	0.8942011834	0.2656772236
739	0.8949112426	0.2654680757
740	0.8946745562	0.2653592245
741	0.8949112426	0.2652673369
742	0.8949112426	0.2650853211
743	0.8946745562	0.2648833782
744	0.8946745562	0.2647610943
745	0.8946745562	0.2647245484
746	0.8946745562	0.2646253834
747	0.8942011834	0.264352394
748	0.8942011834	0.2642860207
749	0.8944378698	0.2641836276
750	0.8949112426	0.2641118362
751	0.8946745562	0.2640676471
752	0.8949112426	0.2638051499
753	0.8949112426	0.263760166
754	0.895147929	0.2636038789
755	0.895147929	0.2634862893
756	0.8953846154	0.2632784565
757	0.8956213018	0.2630750442
758	0.8956213018	0.2629850774
759	0.8956213018	0.2628362699
760	0.8958579882	0.2626745901
761	0.8958579882	0.2624432414
762	0.8956213018	0.2623621332
763	0.8958579882	0.2622058691
764	0.8958579882	0.2621512064
765	0.8960946746	0.2620416086
766	0.8958579882	0.2619319385
767	0.8963313609	0.2618070246
768	0.8963313609	0.2616265922
769	0.8965680473	0.2614791062
770	0.8965680473	0.2614066016
771	0.8963313609	0.2612873166
772	0.8960946746	0.2611129386
773	0.8963313609	0.2609233442
774	0.8963313609	0.2608087107
775	0.8965680473	0.2607794648
776	0.8968047337	0.2606356408
777	0.8972781065	0.2604596182
778	0.8972781065	0.260274349
779	0.8972781065	0.2600683278
780	0.8975147929	0.2598807011
781	0.8972781065	0.259681744
782	0.8972781065	0.2595671799
783	0.8972781065	0.2594204247
784	0.8979881657	0.2591865768
785	0.8982248521	0.2590892146
786	0.8982248521	0.2588829683
787	0.8982248521	0.2588505231
788	0.8982248521	0.2586598045
789	0.8982248521	0.2586221544
790	0.8982248521	0.2585064003
791	0.8982248521	0.2584045046
792	0.8982248521	0.2582712039
793	0.8982248521	0.2581485146
794	0.8982248521	0.2581088156
795	0.8984615385	0.2579345569
796	0.8986982249	0.2577946868
797	0.8986982249	0.2576374353
798	0.8984615385	0.2574662969
799	0.8986982249	0.2572901645
800	0.8986982249	0.2571474782
801	0.8986982249	0.257011196
802	0.8986982249	0.2569424288
803	0.8986982249	0.2568014379
804	0.8989349112	0.2566704935
805	0.899408284	0.2564780034
806	0.8998816568	0.2563562026
807	0.8998816568	0.2563079851
808	0.8998816568	0.2562243864
809	0.9003550296	0.2560706819
810	0.900591716	0.2560167364
811	0.900591716	0.2559608111
812	0.9008284024	0.2558951643
813	0.9008284024	0.2557704661
814	0.9008284024	0.2555962141
815	0.9008284024	0.2555661717
816	0.9008284024	0.255503572
817	0.9010650888	0.2553453116
818	0.9010650888	0.2552134522
819	0.9015384615	0.2550336974
820	0.9015384615	0.2549540021
821	0.9020118343	0.254842366
822	0.9020118343	0.2548147774
823	0.9020118343	0.2546785024
824	0.9022485207	0.2545335533
825	0.9022485207	0.2544618895
826	0.9020118343	0.2543145035
827	0.9017751479	0.2541526215
828	0.9015384615	0.2539842568
829	0.9015384615	0.2538618852
830	0.9015384615	0.2537427512
831	0.9017751479	0.2535896891
832	0.9020118343	0.2534781344
833	0.9020118343	0.2533870796
834	0.9020118343	0.2532762535
835	0.9020118343	0.2531341024
836	0.9022485207	0.2530089516
837	0.9022485207	0.2527964835
838	0.9024852071	0.2526414094
839	0.9024852071	0.2525620263
840	0.9029585799	0.252346225
841	0.9034319527	0.2522388383
842	0.9031952663	0.2521022241
843	0.9036686391	0.2519747884
844	0.9034319527	0.2518606657
845	0.9036686391	0.2516926885
846	0.9039053254	0.2516357025
847	0.9041420118	0.2514254559
848	0.9046153846	0.2513011743
849	0.9050887574	0.2511161736
850	0.9050887574	0.2510652942
851	0.904852071	0.2509086415
852	0.9050887574	0.2507584248
853	0.9053254438	0.2506653328
854	0.9050887574	0.2505468517
855	0.9050887574	0.2503866333
856	0.9050887574	0.2502654345
857	0.9053254438	0.2501880964
858	0.9055621302	0.2500370372
859	0.9057988166	0.249896441
860	0.9057988166	0.2498788338
861	0.9055621302	0.2497346938
862	0.9055621302	0.2495937977
863	0.9053254438	0.2494334957
864	0.9053254438	0.2492070808
865	0.9055621302	0.248893628
866	0.9057988166	0.248689098
867	0.9062721893	0.2485415762
868	0.9065088757	0.2484207438
869	0.9065088757	0.2482035921
870	0.9065088757	0.2480890105
871	0.9065088757	0.2480040745
872	0.9069822485	0.2479493528
873	0.9069822485	0.2477780425
874	0.9065088757	0.2476266442
875	0.9069822485	0.2475478099
876	0.9069822485	0.2474873712
877	0.9079289941	0.247296304
878	0.9081656805	0.2472094013
879	0.9081656805	0.2470969545
880	0.9081656805	0.2470094975
881	0.9084023669	0.2468598697
882	0.9081656805	0.2467573226
